ean - SupabaseID + Shopify ID,∞ Shopify Id,prix_achat,produit_en_ligne_nom_du_produit,produit_en_ligne_ddm,produit_en_ligne_stock_actuel,produit_en_ligne_prix_public,produit_en_ligne_rayon,produit_en_ligne_prix_vente,produit_en_ligne_sous_rayon,produit_en_ligne_categorie,quantite_vendue,Date première vente visible
3176800030169 - Plaisance Bio - Potage instantané Thaï bio - 2 doses - 55404 - 10079562760519,10079562760519,€0.38,Potage instantané Thaï bio - 2 doses,12/12/2025,4,€1.51,Épicerie salée,€1.13,Conserves/bocaux et plats cuisinés,Soupes et veloutés,56,2025-03-31 15:35
3264221620172 - Embal'Eco - Sacs poubelle à liens de fermeture 100L - 10 unités - 55403 - 10079562793287,10079562793287,€0.74,Sacs poubelle à liens de fermeture 100L - 10 unités,,77,€2.68,Maison,€2.41,Accessoires ménagers,Sacs poubelles,13,2025-03-31 13:41
5200120443533 - Rizes Greece - Crème balsamique à la figue bio - 200ml - 55326 - 10079562826055,10079562826055,€2.00,Crème balsamique à la figue bio - 200ml,18/9/2027,189,€6.99,Épicerie salée,€5.94,Huiles et vinaigres,Vinaigres,15,2025-04-06 17:49
3041091289629 - Blédina - Compote pommes-ananas bio - 2x130g - 55402 - 10079562858823,10079562858823,€0.59,Compote pommes-ananas bio - 2x130g,16/9/2025,42,€2.49,Bébé,€1.74,Alimentation bébé,Petits pots et repas,64,2025-03-31 13:41
5200428303492 - Rizes Greece - Mélange pour poisson - 50g - 55335 - 10079562891591,10079562891591,€1.60,Mélange pour poisson - 50g,30/6/2027,175,€4.69,Épicerie salée,€4.22,Épices et condiments,Épices et aromates,5,2025-04-05 15:29
3168930176329 - Lay's - Chips paysanne sel et vinaigre de cidre - 120g - 55398 - 10079562924359,10079562924359,€0.20,Chips paysanne sel et vinaigre de cidre - 120g,17/11/2024,80,€1.89,Épicerie salée,€0.94,Apéritifs,Chips et gâteaux,274,2025-03-31 12:53
5200120443540 - Rizes Greece - Vinaigre balsamique au miel de thym bio - 250ml - 55327 - 10079562957127,10079562957127,€1.44,Vinaigre balsamique au miel de thym bio - 250ml,8/7/2026,197,€5.29,Épicerie salée,€4.23,Huiles et vinaigres,Vinaigres,7,2025-04-08 22:34
3585810866925 - Les Jardins De Gaïa - Thé vert figue-amande bio - 90g - 55401 - 10079562989895,10079562989895,€2.39,Thé vert figue-amande bio - 90g,31/10/2026,126,€8.17,Boissons,€6.94,Boissons chaudes,Thés et matés,9,2025-04-07 08:23
8003340098463 - Lindt - Mini oeufs en chocolat au lait - 180g - 56244 - 10082891137351,10082891137351,€1.88,Mini oeufs en chocolat au lait - 180g,31/8/2025,28,€4.69,Épicerie sucrée,€3.05,Chocolat et confiseries,Ballotins et coffrets,392,2025-04-02 08:12
3069538102966 - La Villeneuvoise - Haricots verts - 800g - 57318 - 10082891825479,10082891825479,€0.65,Haricots verts - 800g,1/7/2026,753,€1.85,Épicerie salée,€1.67,Conserves/bocaux et plats cuisinés,Légumes,110,2025-03-31 12:53
3333040012588 - Vital Ainé  - Nonnettes bio fourrées à l'orange - 165g  - 58107 - 10085019484487,10085019484487,€1.05,Nonnettes bio fourrées à l'orange - 165g ,27/5/2025,182,€4.60,Épicerie sucrée,€3.22,Biscuits et gâteaux,Moelleux et gâteaux,58,2025-04-01 10:47
3582815550569 - Les Jardins De Gaïa - Thé blanc neige au soleil bio - 50g - 59215 - 10085019582791,10085019582791,€3.05,Thé blanc neige au soleil bio - 50g,31/8/2026,112,€10.60,Boissons,€9.01,Boissons chaudes,Thés et matés,8,2025-04-09 22:51
3176800001466 - Natali - Pâte à tartiner noisettes-chocolat noir bio - 250g - 58084 - 10085019615559,10085019615559,€1.70,Pâte à tartiner noisettes-chocolat noir bio - 250g,23/11/2025,183,€5.55,Épicerie sucrée,€5.00,Pâtisserie,Préparations pour dessert,17,2025-03-31 21:53
3582810181065 - Les Jardins De Gaïa - Thé noir masala chai bio - 20 sachets - 59214 - 10085019648327,10085019648327,€1.47,Thé noir masala chai bio - 20 sachets,28/9/2026,134,€4.40,Boissons,€3.96,Boissons chaudes,Thés et matés,6,2025-04-04 22:50
3335440501266 - Manoir des abeilles - Croquants aux amandes - 125g - 59212 - 10085019746631,10085019746631,€1.36,Croquants aux amandes - 125g,15/9/2025,43,€5.90,Épicerie salée,€4.13,Apéritifs,Fruits secs salés,39,2025-03-31 14:34
3582810241523 - Les Jardins De Gaïa - Thé de l'avent bio - 100g - 59210 - 10085019812167,10085019812167,€2.45,Thé de l'avent bio - 100g,31/10/2026,130,€8.08,Boissons,€7.27,Boissons chaudes,Thés et matés,5,2025-04-04 00:08
3582810181256 - Les Jardins De Gaïa - Mélange de rooibos et honeybush bio - 20 infusettes - 59209 - 10085019844935,10085019844935,€1.47,Mélange de rooibos et honeybush bio - 20 infusettes,28/2/2026,137,€4.40,Boissons,€3.96,Boissons chaudes,Infusions et tisanes,3,2025-04-04 14:56
8445290975010 - recette de l'atelier  - Tablette de chocolat au lait fondant et noisette - 130g - 59208 - 10085019877703,10085019877703,€1.35,Tablette de chocolat au lait fondant et noisette - 130g,31/7/2025,294,€3.99,Épicerie sucrée,€3.39,Chocolat et confiseries,Tablettes de chocolat,26,2025-04-04 18:11
3335440216818 - Maison Peltier - Pain d'épice au caramel - 90g  - 59207 - 10085019910471,10085019910471,€0.44,Pain d'épice au caramel - 90g ,15/5/2025,64,€6.65,Épicerie sucrée,€3.33,Biscuits et gâteaux,Moelleux et gâteaux,25,2025-03-31 15:14
3176800021235 - Natali - Arôme Naturel Amandes Amères Non Bio - 30ml - 58106 - 10085019976007,10085019976007,€0.82,Arôme Naturel Amandes Amères Non Bio - 30ml,7/9/2025,6,€3.30,Épicerie sucrée,€2.47,Pâtisserie,Arômes / Colorants / Aides à pâtisserie,29,2025-03-31 15:14
8445290975096 - Nestlé - Tablette de chocolat blanc et lait fondant coco - 130g - 59205 - 10085020041543,10085020041543,€1.35,Tablette de chocolat blanc et lait fondant coco - 130g,31/7/2025,299,€3.99,Épicerie sucrée,€3.39,Chocolat et confiseries,Chocolat pâtissier,21,2025-04-04 18:11
3019081236168 - Petit Navire  - Miettes de thon tomates et herbes de Provence - 250g - 59203 - 10085020107079,10085020107079,€2.50,Miettes de thon tomates et herbes de Provence - 250g,15/1/2027,34,€6.20,Épicerie salée,€5.27,Conserves/bocaux et plats cuisinés,Produits de la mer,14,2025-04-06 12:28
7613036938143 - Nestlé Dessert - Pépites de chocolat - 100g - 59202 - 10085020172615,10085020172615,€1.25,Pépites de chocolat - 100g,30/11/2025,32,€3.49,Épicerie sucrée,€2.97,Chocolat et confiseries,Chocolat pâtissier,68,2025-04-04 11:04
8720181262074 - Timotei - Shampoing solide purifiant à la pomme - 75g - 59201 - 10085020205383,10085020205383,€0.75,Shampoing solide purifiant à la pomme - 75g,31/12/2027,11,€5.40,Hygiène et santé,€3.78,Cheveux,Shampoings solides,13,2025-04-05 09:10
3335440223205 - Manoir des abeilles - Petits Financiers au miel bio - 100g - 59200 - 10085020238151,10085020238151,€1.20,Petits Financiers au miel bio - 100g,15/5/2025,45,€5.20,Épicerie sucrée,€3.64,Biscuits et gâteaux,Moelleux et gâteaux,15,2025-04-04 23:59
8720181262081 - Timotei - Shampooing solide coco et d’huile d’argan- 75g  - 59199 - 10085020270919,10085020270919,€0.75,Shampooing solide coco et d’huile d’argan- 75g ,,11,€5.40,Hygiène et santé,€3.78,Cheveux,Shampoings solides,13,2025-04-07 21:58
854693000966 - Mutti - Pulpe de tomates - 400g - 60116 - 10086983795015,10086983795015,€0.52,Pulpe de tomates - 400g,31/8/2025,310,€2.99,Épicerie salée,€2.39,Sauces,Sauces tomate,212,2025-03-31 18:30
3701430912945 - Nao - Lot de 2 tablettes de chocolat au lait noisettes 45% Sao Tome bio - 2x80g - 61172 - 10086983893319,10086983893319,€2.04,Lot de 2 tablettes de chocolat au lait noisettes 45% Sao Tome bio - 2x80g,1/8/2025,23,€8.86,Épicerie sucrée,€7.09,Chocolat et confiseries,Tablettes de chocolat,7,2025-04-12 07:55
3701430912969 - Nao - Lot de 2 tablettes chocolat au Lait 45% Sao Tome Bean-to-bar Sésame Bio - 2x80g - 61171 - 10086984024391,10086984024391,€2.04,Lot de 2 tablettes chocolat au Lait 45% Sao Tome Bean-to-bar Sésame Bio - 2x80g,1/10/2025,34,€8.86,Épicerie sucrée,€7.09,Chocolat et confiseries,Tablettes de chocolat,3,2025-04-13 16:53
3701430912952 - Nao - Lot de 2 tablettes de chocolat au lait 45% Sao Tome vrac - 2x80g - 69380 - 10092230803783,10092230803783,€2.02,Lot de 2 tablettes de chocolat au lait 45% Sao Tome vrac - 2x80g,1/2/2026,62,€8.76,Épicerie sucrée,€7.01,Chocolat et confiseries,Tablettes de chocolat,3,2025-04-12 11:22
3770014058256 - Green Mood - Liquide vaisselle écologique hypoallergénique sans parfum - 500ml  - 69379 - 10092230869319,10092230869319,€1.20,Liquide vaisselle écologique hypoallergénique sans parfum - 500ml ,25/1/2026,200,€3.90,Maison,€3.51,Entretien et ménage,Vaisselle,0,
3770014058263 - Green Mood - Savon liquide douceur des mains hypoallergénique sans parfum - 500ml - 69378 - 10092230934855,10092230934855,€1.25,Savon liquide douceur des mains hypoallergénique sans parfum - 500ml,6/2/2026,80,€4.90,Hygiène et santé,€4.41,Corps,Mains et pieds,0,
3770014058065 - Green Mood - Liquide vaisselle à l'orange - 500ml - 69377 - 10092230967623,10092230967623,€1.20,Liquide vaisselle à l'orange - 500ml,25/1/2026,200,€3.90,Maison,€3.51,Entretien et ménage,Vaisselle,0,
3770014058089 - Green Mood - Gel lavant pour les mains à la menthe - 500ml - 69376 - 10092231033159,10092231033159,€1.25,Gel lavant pour les mains à la menthe - 500ml,17/11/2025,80,€4.90,Hygiène et santé,€4.41,Corps,Mains et pieds,0,
5200120443649 - Rizes Greece - Vinaigre balsamique de raisins rouges - 250ml - 69375 - 10092231065927,10092231065927,€1.04,Vinaigre balsamique de raisins rouges - 250ml,24/6/2026,197,€3.99,Épicerie salée,€3.19,Huiles et vinaigres,Vinaigres,7,2025-04-14 10:13
3701430912990 - Nao - Lot de 2 tablettes chocolat noir 72% sao tome sésame ean-to-bar Bio - 2x80g - 69373 - 10092231164231,10092231164231,€1.92,Lot de 2 tablettes chocolat noir 72% sao tome sésame ean-to-bar Bio - 2x80g,1/2/2026,22,€8.34,Épicerie sucrée,€6.67,Chocolat et confiseries,Tablettes de chocolat,15,2025-04-10 16:28
3770014058072 - Green Mood - Liquide vaisselle écologique menthe - 500ml - 69372 - 10092231295303,10092231295303,€1.20,Liquide vaisselle écologique menthe - 500ml,10/10/2025,200,€3.90,Maison,€3.51,Entretien et ménage,Vaisselle,0,
3770014058096 - Green Mood - Savon liquide douceur des mains lavande - 500ml - 69371 - 10092231393607,10092231393607,€1.25,Savon liquide douceur des mains lavande - 500ml,17/11/2025,80,€4.90,Hygiène et santé,€4.41,Corps,Mains et pieds,0,
5200120443663 - Rizes Greece - Vinaigre balsamique au miel de thym - 250ml - 69370 - 10092231459143,10092231459143,€1.30,Vinaigre balsamique au miel de thym - 250ml,8/7/2026,194,€4.99,Épicerie salée,€3.99,Huiles et vinaigres,Vinaigres,9,2025-04-04 10:25
3760153841987 - JAJAJA - Tortilla chips de maïs - 80g - 70247 - 10094151631175,10094151631175,€0.34,Tortilla chips de maïs - 80g,30/6/2025,509,€1.38,Épicerie salée,€1.03,Apéritifs,Chips et gâteaux,91,2025-04-02 09:51
3770014058270 - Green Mood - Lessive liquide sans parfum - 1L - 70250 - 10094152024391,10094152024391,€2.00,Lessive liquide sans parfum - 1L,30/1/2026,304,€7.90,Maison,€7.11,Linge,Lessives,0,
3770014058225 - Green Mood - Lessive liquide bébé sans parfum - 1L - 70249 - 10094152188231,10094152188231,€2.00,Lessive liquide bébé sans parfum - 1L,5/1/2026,64,€7.90,Maison,€7.11,Linge,Lessives,0,
3770014058027 - Green Mood - Nettoyant dégraissant cuisine à l'orange - 500ml - 72956 - 10096686793031,10096686793031,€1.60,Nettoyant dégraissant cuisine à l'orange - 500ml,14/2/2026,72,€5.90,Maison,€5.31,Entretien et ménage,Nettoyants surface et sol,0,
7622202023958 - Belin - Crackers emmental - 110g - 75155 - 10098507055431,10098507055431,€0.50,Crackers emmental - 110g,30/6/2025,349,€1.40,Épicerie salée,€1.26,Apéritifs,Chips et gâteaux,99,2025-04-04 23:36
8003340098388 - Lindt - Oeufs Lindor au chocolat noir 70% - 180g - 75154 - 10098507120967,10098507120967,€2.00,Oeufs Lindor au chocolat noir 70% - 180g,31/8/2025,159,€7.69,Épicerie sucrée,€4.99,Chocolat et confiseries,Ballotins et coffrets,347,2025-04-04 11:10
5200428303478 - Rizes Greece - Mélange pour Gyros - 60g - 74493 - 10098507186503,10098507186503,€1.60,Mélange pour Gyros - 60g,30/6/2027,178,€4.69,Épicerie salée,€4.22,Épices et condiments,Épices et aromates,2,2025-04-14 22:37
3760153841239 - JAJAJA - Salsa verde - 160g - 74492 - 10098507350343,10098507350343,€1.05,Salsa verde - 160g,12/3/2026,285,€4.19,Épicerie salée,€3.56,Sauces,Cuisine du monde,2,2025-04-09 22:07
8720182447708 - Timotei - Shampoing solide framboise éclat - 75g - 74491 - 10098507415879,10098507415879,€0.75,Shampoing solide framboise éclat - 75g,31/12/2027,13,€5.40,Hygiène et santé,€3.78,Cheveux,Shampoings solides,11,2025-04-05 09:10
3770014058003 - Green Mood - Nettoyant salle de bain - 500ml - 76254 - 10099150618951,10099150618951,€1.50,Nettoyant salle de bain - 500ml,12/10/2025,64,€5.90,Maison,€5.31,Entretien et ménage,Nettoyants surface et sol,0,
5392001011716 - Uniqprot - Barre protéinée vegan chocolat-caramel - 60g - 76423 - 10100107903303,10100107903303,€0.78,Barre protéinée vegan chocolat-caramel - 60g,27/6/2025,204,€2.90,Épicerie sucrée,€2.32,Biscuits et gâteaux,Barres de céréales et energy balls,12,2025-04-08 14:44
5392001011709 - Uniqprot - Barre protéinée vegan amandes cookies caramel - 60g - 76422 - 10100108001607,10100108001607,€0.78,Barre protéinée vegan amandes cookies caramel - 60g,30/6/2025,206,€2.90,Épicerie sucrée,€2.32,Biscuits et gâteaux,Barres de céréales et energy balls,11,2025-04-08 14:44
5410658011047 - Beyers - Café moulu Aroma - 1kg - 76461 - 10100206797127,10100206797127,€7.80,Café moulu Aroma - 1kg,31/12/2025,17,€21.00,Boissons,€17.85,Boissons chaudes,Cafés et chicorées,7,2025-04-14 12:08
3760077189585 - Les chocolats de Pauline - Coffret Assortiment 16 Chocolats Noir Au Caramel - 125g  - 83746 - 10106644595015,10106644595015,€3.45,Coffret Assortiment 16 Chocolats Noir Au Caramel - 125g ,9/11/2025,29,€9.79,Épicerie sucrée,€8.81,Chocolat et confiseries,Ballotins et coffrets,19,2025-04-15 11:18
8029013000304 - Valdibella - Lentilles vertes de Sicile cuites à l’eau - 365g - 83745 - 10106644660551,10106644660551,€0.70,Lentilles vertes de Sicile cuites à l’eau - 365g,1/12/2025,52,€3.90,Épicerie salée,€3.12,Pâtes/riz et légumineuses,Légumineuses,14,2025-04-10 17:24
8029013200025 - Valdibella - Pois chiches bio - 500g - 83744 - 10106644693319,10106644693319,€0.81,Pois chiches bio - 500g,30/6/2025,39,€3.68,Épicerie salée,€2.94,Pâtes/riz et légumineuses,Légumineuses,11,2025-04-12 12:12
"3760123181594 - Comptoirs et compagnies - Mix Superfruits Bio Goji, Cranberries, Mulberries - 400g - 83743 - 10106644726087",10106644726087,€4.32,"Mix Superfruits Bio Goji, Cranberries, Mulberries - 400g",30/11/2025,20,€19.90,Épicerie sucrée,€15.92,Fruits secs et séchés,Mélanges fruits secs,4,2025-04-14 20:23
3481292301667 - Marthez - Truffes écorces d'orange - 200g  - 83742 - 10106644791623,10106644791623,€1.20,Truffes écorces d'orange - 200g ,18/12/2025,22,€7.50,Épicerie sucrée,€6.00,Chocolat et confiseries,Ballotins et coffrets,14,2025-04-13 14:35
3259011112180 - Soy - Lot Soya Cuisine Allegee 3+1 80cl - 83740 - 10106644857159,10106644857159,€1.02,Lot Soya Cuisine Allegee 3+1 80cl,2/8/2025,16,€4.89,Épicerie salée,€3.91,Aides culinaires,Crèmerie ,26,2025-04-15 05:20
8054392020087 - Minardo - Penne de russello sicilienne bio - 500g - 83735 - 10106645053767,10106645053767,€1.00,Penne de russello sicilienne bio - 500g,30/11/2025,10,€4.35,Épicerie salée,€3.48,Pâtes/riz et légumineuses,Pâtes,19,2025-04-10 22:41
"5060229013866 - Pukka - Infusion pomme sauvage, cannelle et gingembre - 20 sachets - 83734 - 10106645152071",10106645152071,€1.13,"Infusion pomme sauvage, cannelle et gingembre - 20 sachets",31/3/2027,190,€5.49,Boissons,€4.39,Boissons chaudes,Infusions et tisanes,6,2025-04-15 05:20
3760077189592 - Les chocolats de Pauline - Coffret chocolat noir et praliné bio - 125g - 85974 - 10110157783367,10110157783367,€4.21,Coffret chocolat noir et praliné bio - 125g,24/10/2025,12,€11.99,Épicerie sucrée,€10.79,Chocolat et confiseries,Ballotins et coffrets,12,2025-04-13 21:36
8054392020377 - Minardo - Tagliatelles complètes de Timilia bio - 500g - 85973 - 10110157947207,10110157947207,€1.00,Tagliatelles complètes de Timilia bio - 500g,30/11/2025,10,€4.35,Épicerie salée,€3.48,Pâtes/riz et légumineuses,Pâtes,19,2025-04-12 09:33
3760008042408 - Pellorce & Jullien - Ballotin de morceaux de marrons glacés bio - 250g - 85970 - 10110158242119,10110158242119,€3.36,Ballotin de morceaux de marrons glacés bio - 250g,30/12/2026,119,€15.00,Épicerie sucrée,€12.00,Chocolat et confiseries,Ballotins et coffrets,7,2025-04-14 17:19
770009250347 - If you care - Allume-feu 100% naturel 28 cubes - 85968 - 10110158405959,10110158405959,€0.69,Allume-feu 100% naturel 28 cubes,,81,€2.76,Maison,€2.21,Accessoires ménagers,Cuisson/ emballage/ conservation,15,2025-04-15 09:06
3501940138312 - Bovetti - Fritures en chocolat au lait bio - 120 g - 85967 - 10110158471495,10110158471495,€1.24,Fritures en chocolat au lait bio - 120 g,1/10/2025,9,€5.99,Épicerie sucrée,€4.79,Chocolat et confiseries,Ballotins et coffrets,72,2025-04-15 15:39
3609060007072 - Ibo - Gressins nature à l'huile - 250g - 85966 - 10110158504263,10110158504263,€1.33,Gressins nature à l'huile - 250g,26/8/2025,19,€4.70,Épicerie salée,€3.76,Apéritifs,Chips et gâteaux,11,2025-04-15 11:22
3174076698526 - Pellorce & Jullien - Coffret de 8 marrons glacés Bio - 130 g - 85965 - 10110158569799,10110158569799,€3.68,Coffret de 8 marrons glacés Bio - 130 g,30/12/2026,118,€20.00,Épicerie sucrée,€16.00,Chocolat et confiseries,Ballotins et coffrets,2,2025-04-22 09:04
3609060004620 - Ibo - bouillon au boeuf en cubes - 66g - 85963 - 10110158668103,10110158668103,€0.60,bouillon au boeuf en cubes - 66g,5/1/2026,3,€1.99,Épicerie salée,€1.59,Aides culinaires,Bouillons et chapelures,17,2025-04-15 12:08
5060229013804 - Pukka - infusion citronnelle et gingembre - 20 infusions - 85961 - 10110158799175,10110158799175,€1.95,infusion citronnelle et gingembre - 20 infusions,31/5/2027,195,€5.64,Boissons,€4.51,Boissons chaudes,Infusions et tisanes,5,2025-04-15 15:07
5060229013972 - Pukka - Thé vert suprême et matcha bio- 20 sachets - 85960 - 10110158831943,10110158831943,€1.82,Thé vert suprême et matcha bio- 20 sachets,,5,€5.11,Boissons,€4.09,Boissons chaudes,Thés et matés,7,2025-04-15 09:36
